,OpenTime,Open,High,Low,Close,Volume,CloseTime
70,2021-04-06 09:00:00.000,58487.38000000,58747.74000000,58419.75000000,58685.53000000,1787.07222600,2021-04-06 09:59:59.999
71,2021-04-06 10:00:00.000,58681.85000000,58752.93000000,58333.02000000,58365.00000000,2565.71779500,2021-04-06 10:59:59.999
72,2021-04-06 11:00:00.000,58365.00000000,58720.00000000,58325.08000000,58541.34000000,2278.84179100,2021-04-06 11:59:59.999
73,2021-04-06 12:00:00.000,58541.34000000,58998.00000000,58442.89000000,58471.92000000,3288.81116000,2021-04-06 12:59:59.999
74,2021-04-06 13:00:00.000,58471.93000000,58677.91000000,58342.00000000,58414.29000000,2445.67769600,2021-04-06 13:59:59.999
75,2021-04-06 14:00:00.000,58414.29000000,58414.30000000,57413.02000000,57949.27000000,6536.60144900,2021-04-06 14:59:59.999
76,2021-04-06 15:00:00.000,57949.27000000,58085.40000000,57622.00000000,57818.53000000,2531.95992200,2021-04-06 15:59:59.999
77,2021-04-06 16:00:00.000,57818.54000000,58188.88000000,57722.23000000,58077.51000000,2469.88087400,2021-04-06 16:59:59.999
78,2021-04-06 17:00:00.000,58077.51000000,58271.66000000,58000.00000000,58247.17000000,1774.68886700,2021-04-06 17:59:59.999
79,2021-04-06 18:00:00.000,58247.17000000,58267.45000000,57996.01000000,58238.78000000,1505.79741400,2021-04-06 18:59:59.999
80,2021-04-06 19:00:00.000,58238.78000000,58282.12000000,57996.00000000,58225.00000000,1655.44046300,2021-04-06 19:59:59.999
81,2021-04-06 20:00:00.000,58225.01000000,58311.91000000,57999.99000000,58211.84000000,1503.21866000,2021-04-06 20:59:59.999
82,2021-04-06 21:00:00.000,58211.85000000,58225.95000000,57555.00000000,57860.63000000,1961.88340300,2021-04-06 21:59:59.999
83,2021-04-06 22:00:00.000,57860.63000000,58040.34000000,57483.71000000,57887.24000000,1660.67145200,2021-04-06 22:59:59.999
84,2021-04-06 23:00:00.000,57887.24000000,58163.00000000,57832.34000000,57991.15000000,1425.15615600,2021-04-06 23:59:59.999
85,2021-04-07 00:00:00.000,57990.03000000,58200.01000000,57500.53000000,57639.29000000,2427.97363700,2021-04-07 00:59:59.999
86,2021-04-07 01:00:00.000,57639.29000000,57685.99000000,57161.86000000,57510.84000000,2542.11940400,2021-04-07 01:59:59.999
87,2021-04-07 02:00:00.000,57510.84000000,57926.82000000,57475.86000000,57784.70000000,1604.51018400,2021-04-07 02:59:59.999
88,2021-04-07 03:00:00.000,57784.70000000,58124.75000000,57677.68000000,57922.75000000,1594.89515600,2021-04-07 03:59:59.999
89,2021-04-07 04:00:00.000,57922.74000000,57975.73000000,57268.00000000,57645.61000000,2883.86903800,2021-04-07 04:59:59.999
90,2021-04-07 05:00:00.000,57645.61000000,58317.06000000,57540.91000000,58285.99000000,2754.94284800,2021-04-07 05:59:59.999
91,2021-04-07 06:00:00.000,58286.00000000,58655.00000000,57877.74000000,58059.53000000,3465.44417700,2021-04-07 06:59:59.999
92,2021-04-07 07:00:00.000,58059.53000000,58093.01000000,57420.00000000,57850.57000000,3165.06141300,2021-04-07 07:59:59.999
93,2021-04-07 08:00:00.000,57850.57000000,57938.77000000,57438.79000000,57749.03000000,2452.48187400,2021-04-07 08:59:59.999
94,2021-04-07 09:00:00.000,57749.02000000,57820.01000000,57000.00000000,57466.61000000,4550.28608800,2021-04-07 09:59:59.999
95,2021-04-07 10:00:00.000,57466.61000000,57610.60000000,56600.00000000,56787.52000000,3548.85608900,2021-04-07 10:59:59.999
96,2021-04-07 11:00:00.000,56787.51000000,57195.00000000,55700.00000000,56320.47000000,8173.36488100,2021-04-07 11:59:59.999
97,2021-04-07 12:00:00.000,56320.47000000,56659.12000000,55612.00000000,56463.22000000,5088.77651800,2021-04-07 12:59:59.999
98,2021-04-07 13:00:00.000,56463.23000000,56816.72000000,56335.45000000,56756.66000000,3705.19240400,2021-04-07 13:59:59.999
99,2021-04-07 14:00:00.000,56753.13000000,56937.15000000,56571.44000000,56660.00000000,2747.71963000,2021-04-07 14:59:59.999
100,2021-04-07 15:00:00.000,56660.00000000,56870.00000000,56275.00000000,56451.45000000,2486.23152400,2021-04-07 15:59:59.999
101,2021-04-07 16:00:00.000,56451.46000000,56850.00000000,56170.51000000,56587.44000000,3262.58139400,2021-04-07 16:59:59.999
102,2021-04-07 17:00:00.000,56587.44000000,56659.26000000,55972.33000000,56050.54000000,2938.06550300,2021-04-07 17:59:59.999
103,2021-04-07 18:00:00.000,56054.22000000,56456.00000000,55827.70000000,55859.13000000,2354.86463000,2021-04-07 18:59:59.999
104,2021-04-07 19:00:00.000,55859.13000000,56153.83000000,55473.00000000,56153.83000000,3776.24664900,2021-04-07 19:59:59.999
105,2021-04-07 20:00:00.000,56153.84000000,56250.00000000,55717.15000000,56249.99000000,1716.41301800,2021-04-07 20:59:59.999
106,2021-04-07 21:00:00.000,56250.00000000,56374.25000000,56071.99000000,56205.73000000,1261.30695600,2021-04-07 21:59:59.999
107,2021-04-07 22:00:00.000,56205.73000000,56560.29000000,56108.60000000,56452.88000000,1353.73144400,2021-04-07 22:59:59.999
108,2021-04-07 23:00:00.000,56452.89000000,56570.24000000,55865.11000000,55953.45000000,1373.47120000,2021-04-07 23:59:59.999
109,2021-04-08 00:00:00.000,55953.44000000,56520.00000000,55700.00000000,56429.20000000,2093.48893400,2021-04-08 00:59:59.999
110,2021-04-08 01:00:00.000,56429.58000000,56700.00000000,56242.92000000,56504.14000000,1494.43515600,2021-04-08 01:59:59.999
111,2021-04-08 02:00:00.000,56504.13000000,56541.78000000,56200.30000000,56497.45000000,1474.04599000,2021-04-08 02:59:59.999
112,2021-04-08 03:00:00.000,56497.44000000,56654.14000000,56263.80000000,56540.62000000,1443.09607000,2021-04-08 03:59:59.999
113,2021-04-08 04:00:00.000,56540.62000000,57096.46000000,56529.78000000,56920.01000000,2321.52502200,2021-04-08 04:59:59.999
114,2021-04-08 05:00:00.000,56920.00000000,57073.27000000,56800.00000000,56871.90000000,1595.61988500,2021-04-08 05:59:59.999
115,2021-04-08 06:00:00.000,56871.89000000,57280.00000000,56841.85000000,57125.99000000,1942.72265000,2021-04-08 06:59:59.999
116,2021-04-08 07:00:00.000,57125.98000000,57333.85000000,56995.00000000,57025.71000000,1839.24177600,2021-04-08 07:59:59.999
117,2021-04-08 08:00:00.000,57023.63000000,57267.49000000,56769.22000000,56893.04000000,1680.80342100,2021-04-08 08:59:59.999
118,2021-04-08 09:00:00.000,56893.05000000,57043.99000000,56600.00000000,56676.26000000,1661.33992300,2021-04-08 09:59:59.999
119,2021-04-08 10:00:00.000,56676.25000000,56844.87000000,56416.63000000,56738.09000000,2164.76946400,2021-04-08 10:59:59.999
120,2021-04-08 11:00:00.000,56738.09000000,56767.00000000,56330.77000000,56421.18000000,2060.66822200,2021-04-08 11:59:59.999
121,2021-04-08 12:00:00.000,56421.17000000,57556.00000000,56311.77000000,57472.09000000,3327.12068600,2021-04-08 12:59:59.999
122,2021-04-08 13:00:00.000,57472.08000000,57710.66000000,57256.81000000,57437.92000000,2879.67382900,2021-04-08 13:59:59.999
123,2021-04-08 14:00:00.000,57437.93000000,57912.02000000,57350.93000000,57688.36000000,2848.44662500,2021-04-08 14:59:59.999
124,2021-04-08 15:00:00.000,57688.37000000,57900.00000000,57549.62000000,57768.13000000,1894.42358600,2021-04-08 15:59:59.999
125,2021-04-08 16:00:00.000,57769.00000000,58000.00000000,57622.09000000,57722.47000000,2223.53353000,2021-04-08 16:59:59.999
126,2021-04-08 17:00:00.000,57722.59000000,57813.28000000,57538.52000000,57749.09000000,1280.48912400,2021-04-08 17:59:59.999
127,2021-04-08 18:00:00.000,57749.09000000,58153.31000000,57682.01000000,57899.98000000,1904.28331100,2021-04-08 18:59:59.999
128,2021-04-08 19:00:00.000,57899.98000000,58000.00000000,57617.04000000,57734.94000000,1320.71587600,2021-04-08 19:59:59.999
129,2021-04-08 20:00:00.000,57732.53000000,57824.49000000,57575.34000000,57674.17000000,1374.89510900,2021-04-08 20:59:59.999
130,2021-04-08 21:00:00.000,57674.18000000,57750.00000000,57449.04000000,57669.70000000,1033.36610700,2021-04-08 21:59:59.999
131,2021-04-08 22:00:00.000,57669.69000000,58100.00000000,57569.80000000,57916.29000000,1330.05309200,2021-04-08 22:59:59.999
132,2021-04-08 23:00:00.000,57916.30000000,58099.27000000,57729.63000000,58077.52000000,1094.38963100,2021-04-08 23:59:59.999
133,2021-04-09 00:00:00.000,58077.52000000,58389.00000000,58032.01000000,58301.72000000,1654.31328000,2021-04-09 00:59:59.999
134,2021-04-09 01:00:00.000,58301.72000000,58419.45000000,57933.56000000,57978.35000000,1326.51215100,2021-04-09 01:59:59.999
135,2021-04-09 02:00:00.000,57978.34000000,58177.02000000,57850.00000000,57903.35000000,1275.11486100,2021-04-09 02:59:59.999
136,2021-04-09 03:00:00.000,57903.35000000,58167.76000000,57806.03000000,57985.71000000,979.30304200,2021-04-09 03:59:59.999
137,2021-04-09 04:00:00.000,57985.71000000,58200.00000000,57971.06000000,58192.77000000,1219.53894700,2021-04-09 04:59:59.999
138,2021-04-09 05:00:00.000,58192.76000000,58314.00000000,57947.66000000,57947.67000000,1277.35688600,2021-04-09 05:59:59.999
139,2021-04-09 06:00:00.000,57947.67000000,58100.94000000,57809.38000000,57830.00000000,1445.82514700,2021-04-09 06:59:59.999
140,2021-04-09 07:00:00.000,57830.81000000,58062.88000000,57654.00000000,58051.42000000,1704.03955600,2021-04-09 07:59:59.999
141,2021-04-09 08:00:00.000,58048.70000000,58061.48000000,57669.58000000,57740.13000000,1675.36872300,2021-04-09 08:59:59.999
142,2021-04-09 09:00:00.000,57740.12000000,57935.94000000,57740.12000000,57911.45000000,1569.25937300,2021-04-09 09:59:59.999
143,2021-04-09 10:00:00.000,57911.44000000,58650.00000000,57857.95000000,58633.03000000,3251.13057600,2021-04-09 10:59:59.999
144,2021-04-09 11:00:00.000,58633.02000000,58894.90000000,58450.80000000,58527.19000000,2951.53180100,2021-04-09 11:59:59.999
145,2021-04-09 12:00:00.000,58527.20000000,58700.00000000,58350.00000000,58504.18000000,2290.10381500,2021-04-09 12:59:59.999
146,2021-04-09 13:00:00.000,58504.18000000,58783.47000000,58304.54000000,58390.15000000,2509.53448200,2021-04-09 13:59:59.999
147,2021-04-09 14:00:00.000,58390.16000000,58530.00000000,58024.00000000,58358.48000000,2593.21081900,2021-04-09 14:59:59.999
148,2021-04-09 15:00:00.000,58358.49000000,58369.63000000,58051.00000000,58240.00000000,1701.00784700,2021-04-09 15:59:59.999
149,2021-04-09 16:00:00.000,58239.99000000,58291.04000000,57870.57000000,58207.56000000,2274.28662400,2021-04-09 16:59:59.999
150,2021-04-09 17:00:00.000,58207.56000000,58447.89000000,58080.57000000,58405.08000000,1407.36866200,2021-04-09 17:59:59.999
151,2021-04-09 18:00:00.000,58405.02000000,58528.00000000,58240.35000000,58381.84000000,1390.50790900,2021-04-09 18:59:59.999
152,2021-04-09 19:00:00.000,58381.85000000,58499.00000000,58208.33000000,58370.59000000,1288.28778500,2021-04-09 19:59:59.999
153,2021-04-09 20:00:00.000,58370.59000000,58600.00000000,58263.47000000,58331.66000000,1388.15444700,2021-04-09 20:59:59.999
154,2021-04-09 21:00:00.000,58331.65000000,58514.07000000,58310.97000000,58361.24000000,888.46005500,2021-04-09 21:59:59.999
155,2021-04-09 22:00:00.000,58361.24000000,58361.24000000,58025.00000000,58086.38000000,1284.14011000,2021-04-09 22:59:59.999
156,2021-04-09 23:00:00.000,58086.37000000,58181.39000000,57873.31000000,58142.54000000,1487.52801300,2021-04-09 23:59:59.999
157,2021-04-10 00:00:00.000,58142.55000000,58327.90000000,57900.01000000,58109.08000000,1547.05074500,2021-04-10 00:59:59.999
158,2021-04-10 01:00:00.000,58109.08000000,58435.72000000,58072.92000000,58413.52000000,1476.43291300,2021-04-10 01:59:59.999
159,2021-04-10 02:00:00.000,58414.98000000,58733.00000000,58334.82000000,58721.55000000,1680.43660800,2021-04-10 02:59:59.999
160,2021-04-10 03:00:00.000,58721.22000000,59238.27000000,58707.10000000,59229.50000000,4519.50955100,2021-04-10 03:59:59.999
161,2021-04-10 04:00:00.000,59229.50000000,61232.83000000,59229.50000000,61074.09000000,11794.10786100,2021-04-10 04:59:59.999
162,2021-04-10 05:00:00.000,61074.09000000,61500.00000000,60663.10000000,60851.92000000,5998.78176300,2021-04-10 05:59:59.999
163,2021-04-10 06:00:00.000,60851.91000000,61050.00000000,60521.01000000,60576.80000000,2869.43560500,2021-04-10 06:59:59.999
164,2021-04-10 07:00:00.000,60576.80000000,60816.90000000,60333.00000000,60480.40000000,3925.45886100,2021-04-10 07:59:59.999
165,2021-04-10 08:00:00.000,60480.40000000,60821.58000000,60338.54000000,60534.89000000,2426.38760900,2021-04-10 08:59:59.999
166,2021-04-10 09:00:00.000,60534.89000000,60803.00000000,60452.65000000,60772.73000000,1891.51356800,2021-04-10 09:59:59.999
167,2021-04-10 10:00:00.000,60772.73000000,60997.18000000,60515.88000000,60659.02000000,1957.63566900,2021-04-10 10:59:59.999
168,2021-04-10 11:00:00.000,60659.02000000,60723.38000000,60500.00000000,60575.94000000,1553.65008100,2021-04-10 11:59:59.999
169,2021-04-10 12:00:00.000,60575.94000000,60800.00000000,59811.74000000,60088.62000000,3523.27114400,2021-04-10 12:59:59.999
170,2021-04-10 13:00:00.000,60088.61000000,60490.00000000,59981.06000000,60465.89000000,2381.21425200,2021-04-10 13:59:59.999
171,2021-04-10 14:00:00.000,60465.88000000,60499.00000000,60255.00000000,60398.19000000,2006.87822900,2021-04-10 14:59:59.999
172,2021-04-10 15:00:00.000,60398.19000000,60465.94000000,60106.85000000,60247.26000000,2082.22662200,2021-04-10 15:59:59.999
173,2021-04-10 16:00:00.000,60247.26000000,60550.00000000,60116.14000000,60265.00000000,2397.70075000,2021-04-10 16:59:59.999
174,2021-04-10 17:00:00.000,60265.00000000,60265.00000000,59920.86000000,60100.48000000,2358.92402700,2021-04-10 17:59:59.999
175,2021-04-10 18:00:00.000,60100.48000000,60115.82000000,59572.64000000,60020.00000000,2460.21504200,2021-04-10 18:59:59.999
176,2021-04-10 19:00:00.000,60020.00000000,60020.01000000,59550.00000000,59567.38000000,1490.84532000,2021-04-10 19:59:59.999
177,2021-04-10 20:00:00.000,59567.38000000,59800.00000000,58374.61000000,58615.28000000,3793.83321800,2021-04-10 20:59:59.999
178,2021-04-10 21:00:00.000,58619.72000000,59256.36000000,58485.84000000,59161.03000000,2360.07315900,2021-04-10 21:59:59.999
179,2021-04-10 22:00:00.000,59161.04000000,59399.84000000,59013.79000000,59029.17000000,1603.62559700,2021-04-10 22:59:59.999
180,2021-04-10 23:00:00.000,59029.17000000,59842.63000000,59008.39000000,59769.13000000,1807.21592300,2021-04-10 23:59:59.999
181,2021-04-11 00:00:00.000,59769.13000000,60429.56000000,59544.94000000,60148.50000000,3267.63537800,2021-04-11 00:59:59.999
182,2021-04-11 01:00:00.000,60148.50000000,60600.00000000,60036.58000000,60594.67000000,1914.39817400,2021-04-11 01:59:59.999
183,2021-04-11 02:00:00.000,60594.67000000,60594.68000000,60262.53000000,60509.70000000,1210.22898900,2021-04-11 02:59:59.999
184,2021-04-11 03:00:00.000,60509.70000000,60699.00000000,60202.69000000,60268.58000000,1441.27092800,2021-04-11 03:59:59.999
185,2021-04-11 04:00:00.000,60268.58000000,60328.00000000,59777.77000000,59906.60000000,1697.50079400,2021-04-11 04:59:59.999
186,2021-04-11 05:00:00.000,59906.59000000,60012.05000000,59535.52000000,59679.97000000,2572.82991400,2021-04-11 05:59:59.999
187,2021-04-11 06:00:00.000,59679.96000000,59909.68000000,59339.83000000,59735.00000000,2046.86234400,2021-04-11 06:59:59.999
188,2021-04-11 07:00:00.000,59735.01000000,59790.15000000,59400.00000000,59655.49000000,1192.61186600,2021-04-11 07:59:59.999
189,2021-04-11 08:00:00.000,59655.50000000,60144.70000000,59655.49000000,59961.81000000,1433.55480400,2021-04-11 08:59:59.999
190,2021-04-11 09:00:00.000,59961.81000000,60045.00000000,59455.09000000,59676.20000000,1743.37516300,2021-04-11 09:59:59.999
191,2021-04-11 10:00:00.000,59676.20000000,59950.81000000,59500.00000000,59599.99000000,1608.37325800,2021-04-11 10:59:59.999
192,2021-04-11 11:00:00.000,59600.00000000,59860.87000000,59450.00000000,59721.84000000,1669.71369200,2021-04-11 11:59:59.999
193,2021-04-11 12:00:00.000,59721.85000000,59844.00000000,59449.93000000,59724.45000000,1722.78844200,2021-04-11 12:59:59.999
194,2021-04-11 13:00:00.000,59724.44000000,59746.00000000,59232.52000000,59340.55000000,1816.72355400,2021-04-11 13:59:59.999
195,2021-04-11 14:00:00.000,59340.54000000,59664.98000000,59250.00000000,59570.77000000,1626.83861100,2021-04-11 14:59:59.999
196,2021-04-11 15:00:00.000,59573.36000000,59780.06000000,59558.00000000,59645.46000000,1515.93886400,2021-04-11 15:59:59.999
197,2021-04-11 16:00:00.000,59645.45000000,59785.37000000,59480.00000000,59569.40000000,1802.11434800,2021-04-11 16:59:59.999
198,2021-04-11 17:00:00.000,59569.41000000,59975.95000000,59405.18000000,59864.39000000,2132.31338700,2021-04-11 17:59:59.999
199,2021-04-11 18:00:00.000,59864.39000000,59948.89000000,59758.63000000,59865.00000000,1183.98771400,2021-04-11 18:59:59.999
200,2021-04-11 19:00:00.000,59865.01000000,60190.00000000,59557.13000000,59705.53000000,1932.37183400,2021-04-11 19:59:59.999
201,2021-04-11 20:00:00.000,59705.53000000,59820.00000000,59479.00000000,59707.80000000,1158.88515200,2021-04-11 20:59:59.999
202,2021-04-11 21:00:00.000,59707.79000000,59707.81000000,59488.57000000,59610.72000000,967.26247800,2021-04-11 21:59:59.999
203,2021-04-11 22:00:00.000,59610.72000000,60130.57000000,59433.29000000,60101.68000000,2000.61274600,2021-04-11 22:59:59.999
204,2021-04-11 23:00:00.000,60101.68000000,60107.96000000,59760.00000000,60002.43000000,1498.52295700,2021-04-11 23:59:59.999
205,2021-04-12 00:00:00.000,59998.80000000,60355.00000000,59605.00000000,59830.28000000,1825.01115200,2021-04-12 00:59:59.999
206,2021-04-12 01:00:00.000,59830.28000000,60147.90000000,59800.00000000,59865.36000000,1521.29642400,2021-04-12 01:59:59.999
207,2021-04-12 02:00:00.000,59865.36000000,59922.88000000,59586.01000000,59694.25000000,1268.13944500,2021-04-12 02:59:59.999
